num_pedido;cpf_cliente;status;valor_total;dt_pedido;canal
54274;977.903.649-01;ENVIADO;1153.05;20/01/2026;app
65605;70810153440;PAGO;172,73;20/01/2025;SITE
52293;31464250847;PAGO;1.987,12;10/01/2026;App 
50659;118.919.283-76;pendente;336.50;2026-05-15;marketplace
60749;634.814.157-88;PENDENTE;1419.27;03/08/2025;App 
53176;939.720.487-42;pg;1233.34;04/08/2025;marketplace
66471;121.914.423-15;pendente;198.43;2026-02-01;marketplace
67577;270.790.320-59;cancelado;695.87;2024-10-15;SITE
61387;574.339.503-97;PENDENTE;887.35;2026-04-18;SITE
54635;66518999454;pago ;839.63;28/06/2024;site
63022;40554632195;canc;2490.67;11/12/2025;site
62027;569.991.383-11;Pago;307,04;10/11/2025;App 
62176;94162672441;pago;1961.54;05/03/2026;site
58780;78873812902;pago ;2100.42;2024-04-22;site
63152;42965399909;cancelado;3257.89;2024-02-22;SITE
54334;45592815131;pago;585.01;2025-05-18;site
62327;83185175395;pago;3.161,62;25/10/2025;site
60826;52235906273;Pago;1.743,74;2025-01-01;App 
56634;392.831.995-70;CANCELADO;2.053,36;19/10/2025;app
56022;958.000.489-75;pg;2670.52;2025-10-18;site
67023;173.069.938-36;Pago;2583.36;06/12/2025;App 
65722;188.930.635-57;PAGO;3.452,80;2025-06-02;marketplace
56660;813.537.642-14;cancelado;1.908,84;14/11/2024;marketplace
64781;187.328.565-55;CANCELADO;656,25;2024-10-09;marketplace
60734;874.994.531-97;pago;3.252,22;2025-04-09;app
57105;611.145.768-32;enviado;1304.50;2024-07-21;App 
60474;91574800442;CANCELADO;1445.62;27/10/2024;marketplace
60981;273.652.717-87;pago;409.30;2025-09-12;site
68059;44697895509;ENVIADO;725,63;2025-02-10;SITE
67938;99645115906;canc;1.213,70;2026-06-06;app
64529;96597442504;cancelado;160,42;2024-06-29;SITE
62187;16127924219;canc;3069.79;2026-04-10;app
62982;39412094426;pg;164.22;01/03/2024;SITE
58480;87521932684;PENDENTE;1.022,88;15/12/2025;App 
56772;04808805731;pago ;24,39;2026-03-20;marketplace
64457;678.335.387-79;PENDENTE;2.215,11;2024-01-25;SITE
68384;438.580.099-54;pago ;2302.63;2024-04-24;app
62856;95591268145;Pago;2.062,66;24/05/2024;site
60027;72827026163;enviado;428,34;2025-06-11;App 
67398;408.303.736-92;pago ;406.40;02/02/2026;site
56415;33461189758;PAGO;1630.53;09/11/2024;App 
66862;16475255351;pg;2213.66;09/06/2024;app
66494;222.588.523-07;CANCELADO;3130.36;13/02/2026;marketplace
61206;550.575.194-68;pago ;1.675,65;24/01/2024;marketplace
54274;977.903.649-01;ENVIADO;1153.05;20/01/2026;app
66670;454.069.143-08;pendente;1865.52;30/06/2024;app
58465;876.096.737-49;pg;578,21;10/09/2024;App 
68189;486.348.718-51;pg;1468.15;2025-10-07;app
67711;08026589386;PENDENTE;2.747,34;24/03/2025;site
59209;10497914018;pendente;299,14;2025-08-18;marketplace
50372;66397180140;PAGO;3.232,19;24/03/2024;App 
56417;409.997.570-32;pg;1988.18;2025-07-11;SITE
63736;76426333190;cancelado;350.55;10/05/2024;App 
57085;29331326807;PAGO;966,36;27/09/2024;site
54636;822.608.099-10;pendente;558,21;16/07/2024;App 
69557;176.825.152-52;PAGO;1.805,70;08/02/2025;App 
60799;42900249201;pendente;1.516,38;2025-07-04;app
68832;88098322130;ENVIADO;71.42;2025-01-27;site
68900;454.069.143-08;canc;1290.47;03/02/2024;marketplace
63384;58192048756;PAGO;1174.63;2024-06-28;marketplace
55913;85327276627;pg;2.364,87;2024-11-15;SITE
67799;79632594207;enviado;313.20;2025-01-01;marketplace
68551;006.347.418-20;Pago;2.636,32;2025-05-10;app
64163;51128638118;canc;2.995,18;2025-09-06;SITE
62748;920.213.482-02;pago ;716,57;11/03/2025;marketplace
68177;18102027010;pago;324,38;04/09/2024;App 
60344;886.291.279-02;Pago;2.612,61;04/03/2025;marketplace
65175;50420598650;PAGO;3355.53;30/04/2025;App 
50206;666.134.732-51;ENVIADO;3.480,39;07/03/2025;site
51958;86043171554;pendente;2.000,31;2025-12-01;app
64772;752.070.204-98;Pago;525,80;10/06/2026;App 
62948;303.183.933-10;PENDENTE;1869.33;05/04/2025;SITE
53958;120.224.175-18;PENDENTE;455,10;2025-05-04;marketplace
59850;07579188244;pago;1.036,61;21/04/2025;App 
50632;067.926.420-53;CANCELADO;914.14;06/05/2025;SITE
57529;635.114.019-68;pago;1.828,79;2025-12-19;site
58899;251.531.043-54;cancelado;2.897,18;2026-01-07;site
61090;82237887055;pg;2.436,46;27/01/2024;marketplace
53042;002.226.567-86;pago ;3.485,27;2024-07-26;App 
67057;204.298.514-72;pendente;2.946,39;2025-09-05;App 
65474;72434266118;Pago;1.767,88;16/10/2025;site
63973;17225803999;ENVIADO;2749.25;2025-12-31;SITE
62476;983.649.509-67;pg;797,30;28/10/2025;marketplace
58289;82448500789;CANCELADO;2.978,00;01/01/2026;app
58064;931.992.550-00;pendente;3.175,23;11/01/2024;app
51127;70438833937;canc;2143.23;2024-10-10;SITE
69954;996.014.471-21;canc;847,50;23/02/2024;SITE
59925;96208059844;CANCELADO;3218.28;2025-02-19;marketplace
63880;758.839.785-33;pendente;949,14;14/03/2024;app
62501;67313962819;pago ;1.794,51;2025-06-26;SITE
53283;44250969320;pago;3281.42;2024-09-26;app
50274;307.504.757-06;pendente;1362.68;15/04/2024;marketplace
50215;043.502.385-30;Pago;2.811,93;20/05/2025;SITE
50183;645.580.482-11;Pago;2.112,92;25/05/2024;marketplace
62135;80177108606;CANCELADO;314.61;10/04/2024;app
51024;22169958606;enviado;1.502,47;2026-01-19;app
55554;908.338.265-65;pendente;1108.63;2024-11-15;App 
58292;83463891670;enviado;3.255,98;16/01/2026;site
53592;61632488809;ENVIADO;2415.68;2024-06-23;site
66231;73169562835;Pago;3336.75;2026-01-18;site
58386;33108862391;pago;2187.31;28/12/2025;SITE
57718;148.374.755-74;PAGO;3457.15;17/03/2026;app
58155;01618321560;PAGO;2.399,99;25/04/2024;marketplace
66361;995.176.993-44;pago;2797.17;11/03/2025;SITE
68954;76083073588;pg;2.428,34;2025-05-14;app
54631;91141600994;pago ;2432.47;2024-09-05;App 
66104;470.129.839-57;PAGO;487.18;2024-01-09;SITE
54452;58690170766;PAGO;1.396,10;28/05/2024;App 
67264;40513748822;ENVIADO;2.238,26;2024-08-19;app
54009;014.090.544-89;PENDENTE;3.322,01;29/07/2024;App 
53734;394.099.656-40;pago ;644.11;29/05/2026;App 
68157;16942229261;PAGO;2.263,41;15/05/2025;SITE
63949;160.378.110-24;pendente;1418.45;02/01/2025;app
64191;32931493910;pg;1.258,33;18/02/2024;marketplace
54438;27950145560;PAGO;2.780,91;29/06/2024;SITE
58331;283.723.722-17;cancelado;2.376,98;2024-03-26;SITE
58675;146.358.080-09;pendente;1519.35;2025-03-17;marketplace
60952;813.221.249-57;pago;3214.75;14/01/2026;App 
62106;03852857953;pg;1362.40;2024-08-29;SITE
51899;461.205.849-60;PAGO;2755.18;2025-02-16;site
65891;825.817.386-34;pendente;2218.00;2025-12-20;marketplace
54718;149.909.416-75;Pago;1088.80;2025-03-16;marketplace
59955;861.277.933-27;CANCELADO;3342.71;12/05/2025;marketplace
69910;723.312.278-45;PAGO;343.02;2026-05-08;site
57558;995.431.611-60;PENDENTE;3008.23;02/03/2025;app
62425;362.418.623-08;PAGO;1.595,72;2025-03-29;App 
65006;589.960.993-17;pago ;307,92;2024-04-10;marketplace
68404;165.755.574-73;enviado;935,43;17/04/2024;marketplace
68378;33613179830;pendente;127.56;22/11/2025;app
52844;327.918.233-60;CANCELADO;2595.03;2024-10-22;app
62686;905.888.419-86;pago;2.856,88;2024-08-17;site
68450;84465248806;ENVIADO;1.819,79;2024-05-17;marketplace
51884;707.883.599-91;Pago;1.334,37;30/06/2025;app
56979;977.950.146-07;cancelado;636.81;05/04/2026;app
62848;70998731722;CANCELADO;276,84;2025-06-01;SITE
67181;382.000.039-91;pago ;2.073,21;2025-11-20;app
62192;783.676.069-30;CANCELADO;887.13;2025-03-24;site
52900;00900632526;Pago;3.077,35;30/06/2025;app
53440;59659992084;pago;2.955,46;27/07/2025;site
69660;740.687.354-92;canc;1.070,33;2025-06-23;SITE
60894;056.947.619-44;canc;1537.30;18/12/2024;app
60176;634.814.157-88;pendente;2834.07;09/10/2024;SITE
59864;828.687.220-75;pago ;3.246,85;2024-01-07;app
62423;95026480136;pg;1528.49;2025-09-26;App 
50017;977.547.281-41;Pago;1.149,07;04/02/2024;SITE
54471;76738429126;pago;71.44;2024-12-14;marketplace
56438;323.878.250-98;Pago;3305.77;15/06/2024;App 
60947;351.719.949-43;cancelado;1074.11;03/02/2024;SITE
56068;893.090.400-92;canc;2.861,88;2024-10-05;site
63658;57736414025;CANCELADO;3401.67;29/04/2025;site
68240;72946671100;PENDENTE;520.47;2024-10-26;app
65431;765.722.458-45;Pago;976,83;2024-12-22;marketplace
53661;94234037001;PAGO;1.564,25;19/03/2026;site
62102;031.286.913-47;ENVIADO;1378.54;13/08/2025;App 
55483;74027806271;enviado;318,31;27/12/2024;app
67802;353.847.623-30;pendente;2.918,36;13/06/2026;marketplace
51897;718.815.858-40;enviado;1978.49;18/11/2025;App 
67558;58231334807;CANCELADO;1289.11;2025-01-29;App 
67207;23143874490;pago;3126.76;2026-04-01;App 
61861;53542562831;pendente;1.832,22;30/05/2024;App 
64591;37862684958;canc;2.500,25;2024-03-02;site
61264;53766141821;enviado;1.205,41;2024-07-13;app
58934;287.947.311-01;pg;2169.82;2025-12-10;marketplace
66341;07934469616;ENVIADO;658,08;11/02/2024;marketplace
67759;766.270.289-80;CANCELADO;2.112,71;06/04/2024;marketplace
69726;261.796.405-13;canc;1537.50;2024-11-07;SITE
53840;281.551.562-81;cancelado;2423.95;2024-02-08;app
52454;77015338777;pg;324,64;23/11/2025;App 
58100;393.049.366-75;canc;3.484,64;2024-08-21;App 
54492;18929015441;cancelado;2079.56;2025-04-21;app
64101;94020712700;canc;1.246,19;2024-03-08;SITE
66699;001.529.113-83;pago ;1.853,22;2024-02-16;App 
55797;22497619301;pago;1.434,06;2026-04-02;SITE
57901;71756635790;canc;51,45;2024-10-04;app
51046;25411076099;PAGO;2.092,93;17/02/2026;App 
52985;59674333843;pago ;216.95;2025-06-15;App 
64992;39660098626;pago ;1257.00;2025-09-30;marketplace
51159;169.362.408-79;ENVIADO;2.105,89;04/04/2026;marketplace
66419;97499799077;pago;2.219,07;2024-09-12;site
50294;44439284051;ENVIADO;2233.51;01/09/2025;marketplace
64625;95547120065;pg;1.447,53;00/01/2025;site
69560;056.035.679-02;Pago;1043.46;2024-12-30;SITE
69565;09341112940;pago ;3.043,39;2024-12-24;SITE
54158;230.970.126-21;pg;840.03;2024-04-22;SITE
65561;22097646530;ENVIADO;1372.12;2024-01-04;app
65379;356.574.808-72;pago;1412.32;2024-04-16;marketplace
65167;471.543.799-60;PENDENTE;142,47;2024-09-23;site
57380;495.697.755-72;cancelado;840,75;2026-02-21;App 
61718;51661759645;CANCELADO;2551.09;2025-01-12;app
60037;118.570.010-28;CANCELADO;928.11;01/06/2024;site
52237;909.695.946-90;pago ;119,15;2024-01-30;SITE
60434;58697223229;pg;2271.60;2026-06-03;marketplace
53182;185.088.087-55;pg;1819.89;01/02/2025;site
66252;64887719060;enviado;300.58;2025-07-02;site
61281;50756868009;pg;854,25;11/04/2026;marketplace
52523;128.487.877-59;pg;1185.94;19/06/2024;app
67285;199.051.699-89;pago ;365,74;2025-02-16;App 
54238;513.834.562-16;pago;1.852,59;2025-08-10;app
54854;709.090.423-73;pago ;683.60;17/03/2025;SITE
50612;81369004770;Pago;2.437,03;2025-11-15;App 
61134;455.278.762-45;pg;947.52;29/05/2024;marketplace
54730;822.050.258-48;Pago;1309.15;2024-07-11;App 
60483;723.636.285-94;PAGO;746,60;17/08/2024;App 
67678;66091919300;pago;3.406,69;2026-01-06;App 
59369;12007202450;PAGO;3326.76;2024-11-13;App 
50247;271.152.357-83;Pago;1.817,45;2026-03-08;App 
53046;33178273000;cancelado;1.116,46;20/03/2026;marketplace
66954;632.770.361-54;cancelado;1002.56;23/11/2024;app
58491;85527993675;pendente;3.021,11;2025-05-25;site
65624;934.910.676-00;CANCELADO;2712.87;2025-03-08;app
57874;674.484.690-61;PAGO;1.081,41;29/04/2026;SITE
69282;300.081.867-74;canc;520.36;17/05/2025;SITE
65114;583.230.241-97;pago ;3082.14;2025-04-04;app
56219;87937012331;pago;1.395,63;25/09/2024;app
54163;998.215.900-39;ENVIADO;254,60;2024-02-21;App 
68700;481.569.857-02;PENDENTE;1280.25;2024-07-06;SITE
51287;29880858387;CANCELADO;3118.63;05/09/2025;marketplace
59915;363.718.923-20;Pago;2.107,48;2025-12-23;marketplace
52415;13293575315;PENDENTE;2769.63;04/09/2024;site
59720;40275547019;PENDENTE;2.970,83;11/04/2024;marketplace
68295;142.554.255-74;pg;2309.53;25/01/2025;site
67269;01155769406;pg;2791.62;2024-12-09;site
50192;989.553.457-47;CANCELADO;1017.45;09/05/2024;site
64365;59881610303;PAGO;363,74;08/07/2025;SITE
59267;68299672872;Pago;1571.84;2024-08-08;site
57982;661.287.585-25;Pago;2614.28;03/05/2024;App 
66365;743.021.206-90;Pago;3378.94;15/09/2025;SITE
69781;92069656977;cancelado;1132.87;08/01/2026;site
58505;211.384.704-30;enviado;2510.27;2024-02-15;site
59907;08861125832;PENDENTE;1.487,56;25/08/2024;app
52411;572.079.804-85;pg;1048.15;27/07/2024;SITE
53353;07579314487;Pago;3161.71;2024-02-16;app
61821;318.063.254-20;PENDENTE;2.187,73;30/12/2025;SITE
68813;31142311520;Pago;2170.13;28/07/2024;app
63684;504.340.102-86;Pago;2.298,23;03/02/2025;marketplace
58820;461.684.446-10;pendente;27.01;2024-02-11;App 
66835;19360060810;PENDENTE;644.25;02/04/2026;site
51758;47398470940;PAGO;1.521,81;03/03/2024;app
62157;835.002.287-63;cancelado;1918.78;2026-03-19;app
60985;58690170766;pendente;1459.48;2024-10-19;site
56548;79531204020;ENVIADO;1.241,64;24/12/2024;App 
66502;40991650867;cancelado;2.609,41;2024-10-11;marketplace
59723;06898511890;pago ;330,43;24/11/2025;app
68121;24770751877;pg;1.543,54;2024-06-08;SITE
63848;532.341.595-99;CANCELADO;506.12;2025-11-15;marketplace
64817;99306764227;canc;2291.10;08/04/2025;App 
67323;41455647314;Pago;1156.22;25/01/2026;site
64077;705.944.599-40;enviado;190,22;2025-11-13;App 
55631;82408475287;pendente;3075.27;2024-12-02;site
63411;20236848542;enviado;3.222,10;2025-03-19;marketplace
60959;35631082349;pago ;3479.74;08/12/2025;SITE
50524;03716160857;canc;1074.60;2025-12-21;site
69619;575.768.263-98;Pago;492,89;2026-05-18;app
50748;67279664199;cancelado;981.79;2025-05-13;app
50172;37712582866;pago;1382.64;2024-06-05;app
59532;90170668657;pago;2.149,90;2025-03-23;app
53789;42709831830;CANCELADO;1501.01;2025-02-17;SITE
69957;47521127528;PAGO;3087.33;2024-08-29;marketplace
64009;106.656.024-21;ENVIADO;2.276,95;02/02/2024;app
53687;941.390.408-15;pago;96.44;08/04/2025;App 
64996;771.465.028-13;PAGO;298,94;2025-09-25;marketplace
50883;512.286.952-96;enviado;814.09;2025-08-27;site
61356;572.489.566-86;Pago;31.33;24/03/2025;SITE
56055;78796338717;Pago;2.742,29;22/05/2026;marketplace
50154;392.831.995-70;pago ;120.61;2026-01-06;marketplace
63711;19353858283;pendente;2575.12;2025-12-10;site
53312;92817272420;canc;789.11;2026-01-02;SITE
55759;504.340.102-86;cancelado;1494.48;02/11/2025;marketplace
61952;232.677.227-05;ENVIADO;961,76;10/01/2024;App 
58716;176.825.152-52;pago;1.190,98;2024-07-20;App 
68796;949.725.472-51;enviado;3.026,54;2024-01-24;App 
68142;77347749620;pago ;2.066,81;18/03/2026;marketplace
59781;73332973223;cancelado;2954.12;2024-11-03;app
53021;596.669.423-05;PAGO;1501.30;2025-12-04;site
65904;124.662.569-59;canc;1426.39;09/01/2026;SITE
55449;016.608.801-30;pago;3.391,22;2025-09-04;app
59497;193.978.145-08;CANCELADO;3.072,99;2025-06-17;marketplace
68714;65533517405;cancelado;816,69;2025-05-25;site
56463;846.740.724-76;ENVIADO;2703.19;2024-05-29;app
55451;817.214.364-80;PENDENTE;1.261,43;2024-05-18;App 
58580;333.919.296-00;ENVIADO;2982.50;2025-09-08;app
62077;167.337.461-15;cancelado;1.725,65;26/01/2024;site
52449;395.784.765-67;PAGO;2.982,42;08/02/2024;SITE
60887;93899204506;pg;2498.75;2026-04-21;SITE
56834;504.616.143-59;pago ;2745.07;12/04/2026;marketplace
51396;347.143.455-08;pago;817.51;25/08/2024;SITE
62593;277.331.258-98;PENDENTE;2873.51;2025-12-10;SITE
64495;96126508882;PENDENTE;2132.82;2025-12-24;site
63690;585.939.185-49;Pago;3.313,62;2024-05-12;SITE
67561;98878429589;ENVIADO;1474.05;2025-10-05;site
57926;872.537.172-01;cancelado;475,33;22/05/2025;site
57044;61261499395;Pago;3124.90;15/06/2024;App 
64238;71739011465;enviado;1287.86;05/04/2024;site
68344;757.707.960-06;ENVIADO;2546.20;2026-01-25;marketplace
58405;77015338777;pg;2267.99;04/06/2025;site
66102;542.926.456-39;enviado;2555.34;2025-03-14;App 
53004;90306738341;pg;2151.73;2024-02-02;SITE
57589;007.418.948-40;CANCELADO;611.16;2024-01-17;SITE
65365;308.196.954-91;PENDENTE;3.227,81;2026-03-15;app
58229;886.291.279-02;ENVIADO;38.41;2025-01-18;app
56127;282.901.832-09;PAGO;972,97;2026-05-14;site
56252;121.961.872-16;pg;2286.97;2024-01-01;site
61918;91419811703;enviado;2524.03;14/09/2024;App 
58247;008.894.383-66;PAGO;1522.65;2024-12-18;App 
61468;52545991031;pg;1.432,77;2025-11-10;SITE
68869;24062146134;canc;2927.22;04/05/2025;site
66833;01147472963;pago ;2.579,21;21/04/2025;App 
58370;532.065.432-40;pg;2445.89;2024-06-08;App 
67118;31829716891;PENDENTE;306,91;2025-11-29;marketplace
54024;32622506350;pg;1.170,29;2024-12-26;app
53068;830.517.197-30;PENDENTE;2547.90;22/08/2025;marketplace
60354;44080995890;pg;1734.58;05/04/2025;app
62693;977.903.649-01;pago ;1.028,37;27/09/2024;site
51146;53401074938;PAGO;623,25;25/04/2025;App 
51276;86724030536;PENDENTE;337.34;25/01/2024;site
63176;62660323500;cancelado;1.801,21;2026-06-08;site
66607;451.076.226-74;Pago;1.890,50;2025-06-19;app
68449;37006323983;pago;1432.06;2024-03-13;marketplace
60589;795.765.139-95;PENDENTE;2.306,93;2026-02-06;app
62316;91090539053;ENVIADO;310,70;10/06/2025;site
63663;59414477284;PAGO;26.37;2026-05-12;marketplace
67505;321.330.587-10;CANCELADO;2587.83;2024-04-26;marketplace
63186;405.352.932-83;pendente;1.564,94;02/03/2025;marketplace
57502;96881449917;enviado;1974.18;2025-07-21;App 
63232;51538410222;ENVIADO;921,64;28/02/2025;SITE
54895;31963052790;pg;2.938,86;2025-01-31;SITE
57498;106.656.024-21;PAGO;2929.12;2024-11-24;SITE
51174;529.540.054-91;PENDENTE;2921.36;21/06/2024;app
57953;857.365.404-01;canc;745.96;2026-01-14;SITE
60074;95716468225;CANCELADO;1559.26;19/04/2024;App 
58266;59011250290;ENVIADO;1.868,04;20/12/2025;app
69405;417.414.655-16;cancelado;751.70;01/09/2024;app
69963;974.997.990-77;PAGO;2018.72;06/05/2026;App 
50060;00329909010;pago;357.47;01/02/2026;app
50885;16944814413;canc;3275.62;2024-07-02;App 
65927;56862230760;pg;3308.77;12/12/2025;marketplace
68123;50369888413;pendente;2.883,71;30/09/2024;marketplace
57673;680.177.031-47;pendente;1.470,39;25/06/2025;SITE
62585;366.648.143-40;CANCELADO;916,73;2025-04-15;site
52074;03666063284;canc;1.170,13;2024-08-20;site
60496;317.536.264-80;ENVIADO;3.251,95;20/08/2025;app
61958;438.580.099-54;pg;3091.54;17/05/2024;app
61272;88377356775;cancelado;1532.44;2024-03-03;SITE
56612;436.728.681-91;pago;3239.98;25/04/2024;SITE
69220;14546157452;PAGO;1989.08;26/03/2026;site
53853;702.097.909-20;PENDENTE;2.823,70;31/08/2024;marketplace
64873;11150412232;CANCELADO;1.453,91;2024-08-04;SITE
69249;32790423300;canc;89.46;2025-02-21;site
64436;51587996871;pg;2.033,73;05/10/2025;SITE
53313;80346332834;pago;708,56;19/11/2024;SITE
69696;131.761.586-70;pago;67,64;03/05/2025;app
62231;85631028344;CANCELADO;1449.70;2024-04-07;SITE
58708;972.957.551-79;pendente;2593.15;2025-07-23;App 
55448;54743299543;enviado;136,76;2024-08-25;app
60352;617.247.273-97;PENDENTE;113.05;29/08/2025;marketplace
52706;916.276.243-50;pendente;853,87;06/04/2026;app
58533;543.412.301-82;PAGO;2718.14;05/05/2024;site
57514;98178904659;PENDENTE;2180.94;2025-02-18;SITE
67727;76654842715;pago;2000.87;01/11/2025;app
60415;08779808700;pg;2.756,10;21/04/2026;marketplace
50248;914.804.054-18;pendente;1.606,22;06/03/2026;SITE
50737;35954429464;pago ;690.84;05/09/2025;SITE
58601;162.506.989-81;PENDENTE;2.025,42;2024-11-09;app
56757;03720956237;PENDENTE;598.05;2024-06-23;App 
65550;89105482585;canc;1211.19;30/12/2024;app
66312;69708567558;pendente;2336.15;2024-02-29;app
61930;029.593.917-64;ENVIADO;3.473,61;2024-07-08;app
61255;115.219.269-80;Pago;1410.14;10/03/2026;site
55652;19447469000;pago;1514.17;19/08/2025;app
63208;78367606930;CANCELADO;2.051,43;2024-07-18;app
51494;408.303.736-92;PENDENTE;3329.67;2024-04-26;app
65553;879.150.596-88;cancelado;1.078,32;31/12/2025;app
65914;05716298494;pg;1351.24;17/11/2024;App 
62662;131.779.053-71;CANCELADO;320,25;2026-06-17;app
50486;63916949748;cancelado;1840.55;2024-06-26;marketplace
66197;271.689.278-41;CANCELADO;3.369,48;2025-11-13;app
66867;259.574.859-93;pago;1.810,72;01/08/2024;marketplace
58644;586.972.232-29;pendente;1335.52;23/05/2025;App 
52813;79191637902;Pago;3.201,76;04/01/2025;App 
59928;43335199936;pendente;3.043,88;31/08/2025;marketplace
61345;06831292879;pendente;160,51;2026-03-18;site
51707;182.812.479-67;ENVIADO;2.550,22;28/04/2026;SITE
66201;93289401170;canc;3.431,51;31/05/2026;app
53036;295.675.849-74;pago;1.017,11;2024-09-11;site
64887;043.502.385-30;pago ;920,54;2024-12-29;SITE
69244;546.220.212-18;pago ;1751.01;16/01/2026;app
56299;19675776170;pago ;2694.37;15/10/2024;app
59817;537.801.891-94;PAGO;2853.60;2024-09-11;marketplace
53985;93289401170;Pago;880.58;2025-03-23;App 
58979;765.277.584-13;ENVIADO;1.932,64;2024-08-04;site
59947;067.458.476-71;pago ;834,48;25/11/2024;App 
63887;72787558836;pendente;2761.00;29/03/2026;site
58277;97795014607;pago ;1.009,29;24/04/2024;marketplace
51447;42387680945;pendente;66.25;2026-05-21;marketplace
57632;887.716.991-55;cancelado;991.76;2024-04-26;app
63441;50735674809;PAGO;1.155,59;2025-11-22;site
68461;047.742.585-20;pago;183,26;2024-06-23;app
50635;915.694.906-51;cancelado;1118.42;2025-12-08;marketplace
61936;122.804.424-42;ENVIADO;599,98;2026-03-23;app
65562;54139385006;enviado;1.311,40;20/01/2024;marketplace
58130;575.131.838-21;canc;2990.91;09/04/2025;SITE
68651;81827306351;pendente;777.54;06/12/2024;app
60901;620.935.561-70;enviado;634.44;2025-08-27;marketplace
60217;307.504.757-06;pago;2.556,60;14/03/2026;marketplace
58311;167.337.461-15;PAGO;3.179,37;01/12/2024;marketplace
68842;46726440146;pendente;138.50;2026-05-06;app
60776;49027874239;Pago;2.063,47;2025-01-25;app
60000;552.313.358-27;Pago;980,64;12/06/2025;SITE
65787;11764399609;enviado;2.340,07;2026-03-03;marketplace
69469;25174914533;cancelado;711,35;11/02/2025;app
64661;548.315.229-88;canc;2.854,51;2026-06-02;SITE
57851;071.518.203-05;pago;1.425,04;10/07/2024;site
63766;99500987260;pago ;2314.11;2024-10-19;site
52516;75365968042;pago ;212,13;2024-03-10;app
59034;169.448.144-13;pendente;1.818,41;17/05/2025;App 
57605;91090326734;enviado;329,59;2024-05-29;marketplace
59370;376.210.985-03;pago ;995.73;06/11/2025;app
51430;80092053629;ENVIADO;720,35;16/06/2024;App 
52868;231.026.557-85;canc;2.629,89;2024-07-19;marketplace
66623;23315240418;PAGO;3294.45;2025-01-10;App 
60573;53481105070;PENDENTE;1917.54;2024-12-15;app
60836;501.935.311-60;pago;447,90;28/01/2026;App 
63646;30539734560;pg;2966.05;2025-12-31;site
68784;12079597078;Pago;86.70;05/09/2024;app
58498;07773217505;PENDENTE;2876.63;2024-02-13;App 
69559;008.228.377-06;PAGO;2207.37;2024-07-26;site
67053;441.730.981-70;Pago;371.51;14/07/2024;marketplace
52361;43329457864;pg;57.56;11/02/2025;marketplace
52787;841.708.701-07;ENVIADO;582.93;03/08/2024;app
62756;49150892401;pendente;1.243,19;2024-06-24;App 
58423;657.285.353-56;pago;2.780,89;22/03/2024;SITE
60811;46926590257;enviado;2208.68;2024-06-09;site
50146;69050849563;pago;2.058,83;2026-01-11;App 
52996;183.137.743-80;pago ;1.930,89;2024-06-27;site
63930;736.015.791-97;ENVIADO;734,80;2024-11-20;marketplace
51357;943.193.667-43;pago ;1.138,82;2025-06-25;site
69664;432.641.722-67;enviado;2267.23;2024-09-28;marketplace
54023;023.209.140-48;pendente;2513.83;2025-03-17;App 
63899;817.214.364-80;cancelado;1044.05;29/01/2025;marketplace
55599;153.714.732-38;PAGO;1.053,49;07/07/2024;app
53140;82859040676;CANCELADO;419.82;15/05/2026;site
63659;23948400210;canc;1.932,77;28/11/2024;marketplace
56925;312.978.552-30;Pago;2.147,23;23/02/2024;marketplace
59980;277.721.788-24;ENVIADO;290.86;2025-05-15;marketplace
64856;66935489113;pago;432.19;2024-11-25;site
65011;932.050.650-77;pago ;3.213,18;24/02/2026;SITE
58275;310.166.366-01;pg;2851.66;2024-08-01;marketplace
61772;00471940658;enviado;1.177,94;2025-06-26;app
60752;41246051613;cancelado;1.701,89;25/06/2024;marketplace
66718;003.810.741-45;PAGO;410.81;2026-03-25;App 
66767;267.086.665-45;CANCELADO;3.255,91;29/12/2024;App 
68586;17001591947;Pago;344.98;12/07/2025;App 
50951;081.744.253-73;PENDENTE;1.845,83;2024-12-07;marketplace
62932;690.336.931-78;CANCELADO;958,49;2025-08-20;App 
65000;20381876900;ENVIADO;2212.51;2026-03-11;App 
69953;202.154.423-00;CANCELADO;1.682,62;23/03/2024;marketplace
63527;01821557492;enviado;2.740,93;13/10/2024;SITE
65984;632.558.613-14;pendente;1679.10;2024-03-18;site
63901;668.826.343-27;canc;2859.81;2025-02-12;site
56190;928.377.522-82;pago ;3.397,80;2025-11-10;App 
60340;91410526925;ENVIADO;851,88;2024-11-17;App 
66512;769.156.716-25;enviado;2.464,52;2024-05-23;marketplace
66931;124.036.036-36;cancelado;676,73;2024-08-23;site
53774;36917423866;cancelado;507,65;20/02/2024;app
64596;89069932423;pendente;1988.79;06/06/2025;app
65733;003.810.741-45;pendente;2.439,20;14/04/2024;SITE
68816;042.276.346-28;ENVIADO;2455.61;2025-01-05;SITE
52601;74916194284;pg;955,33;2025-08-27;SITE
65397;42181544735;Pago;445,03;10/09/2025;marketplace
68146;360.964.394-38;CANCELADO;2.513,59;2026-01-24;site
68792;238.780.038-97;enviado;3379.77;2025-04-10;site
65896;99645115906;CANCELADO;2659.03;2025-08-08;App 
52785;10907444717;pg;3004.34;2025-04-28;SITE
61853;40830373692;ENVIADO;527.43;2024-08-19;site
